anio,potencia_hp,cilindrada_cm3,peso_kg,puertas,airbags,tipo_combustible,largo_mm,ancho_mm,alto_mm,traccion,transmision_automatica,torque_nm,seguridad_esp_abs,consumo_litros_100km,emisiones_co2_g_km,cero_a_cien_seg,capacidad_baul_litros,rango_precio
2021,142,2872,1452,5,6,0,5087,1814,1486,0,1,256,0,4.41,90,12.86,417,1
2018,95,1711,1451,4,3,1,4489,1892,1377,1,0,100,0,4.74,112,13.12,295,0
2021,157,1413,1197,5,3,0,4495,1772,1472,0,1,136,1,5.1,83,11.57,346,0
2021,163,2516,1356,5,7,1,4325,1898,1543,1,0,241,1,4.2,103,11.45,322,3
2013,144,1941,905,4,5,0,4415,1810,1529,0,1,212,1,3.5,88,10.83,439,2
2005,149,2089,1632,4,2,0,4054,1810,1376,0,1,189,0,6.78,160,12.73,385,1
2014,130,1731,1207,2,6,1,4053,1972,1200,0,0,285,1,4.95,105,10.67,450,1
2009,199,1641,1391,4,2,0,3983,1912,1482,0,1,167,1,5.47,125,11.51,297,3
2007,104,1715,1043,5,3,0,4825,1914,1379,0,0,193,1,3.5,92,13.35,368,2
2007,117,1109,1254,5,7,0,4032,1716,1500,2,0,181,1,4.51,76,11.0,427,0
2018,140,1756,1330,4,3,0,5085,1955,1526,1,0,251,1,4.78,116,11.87,471,2
2015,175,1948,1397,4,2,0,4281,1773,1539,2,1,117,1,4.18,83,12.02,246,3
2015,80,2725,1520,3,9,0,5021,1762,1590,1,1,190,1,7.12,174,13.48,420,0
2019,88,1843,1760,4,3,1,4390,1607,1549,1,0,117,1,5.35,102,12.68,304,0
2015,60,800,1583,5,6,1,4030,1806,1590,0,1,201,1,4.6,105,13.86,454,0
2017,141,1753,1641,4,8,1,4885,1693,1560,2,1,263,0,3.77,75,12.37,555,2
2006,95,3170,1762,4,9,0,4921,1813,1567,0,1,264,1,7.85,133,12.63,180,1
2022,125,2233,1542,4,8,1,4228,1687,1447,0,0,176,1,3.93,81,12.96,315,0
2013,166,1395,1391,4,4,0,4401,1924,1347,1,0,252,1,4.63,122,11.99,402,2
2008,114,2096,1652,5,8,1,4228,1824,1649,2,0,209,1,6.44,144,12.16,377,1
2021,149,1429,1668,5,2,0,4464,1962,1455,0,0,302,1,3.91,92,12.02,466,1
2019,128,1123,1562,4,4,1,4532,1698,1548,0,0,212,1,3.5,82,12.04,388,0
2006,167,1626,1036,4,3,0,4395,1904,1406,1,1,100,1,4.57,95,10.18,331,3
2008,159,1846,1190,4,6,0,3954,1636,1527,1,1,274,0,4.41,105,12.03,277,3
2005,112,864,1331,4,9,1,4326,1797,1254,0,1,192,1,4.09,79,12.9,268,0
2010,133,1225,1595,4,8,0,4711,1729,1417,1,0,204,1,4.31,91,12.19,317,1
2006,182,1805,1395,2,9,1,4437,1744,1442,0,0,240,1,4.3,88,11.39,327,3
2019,156,1596,1684,5,3,1,4402,1739,1487,0,1,135,1,5.08,98,12.66,413,2
2015,84,1997,1729,4,8,0,4221,1707,1536,1,0,224,0,6.15,134,13.4,360,0
2024,166,1193,1700,4,7,0,4317,1679,1362,0,1,252,1,3.5,75,11.7,316,3
2019,97,2157,1701,2,5,0,4923,1745,1503,1,0,242,0,8.2,163,13.33,298,0
2017,197,1208,1141,5,2,1,4158,1789,1548,0,0,184,1,3.5,75,10.01,311,2
2015,181,2621,1521,3,2,1,4716,1873,1638,1,1,280,1,4.11,88,12.38,336,3
2006,152,942,1248,4,9,0,4514,1804,1507,0,1,160,1,4.01,75,11.13,314,1
2006,146,1254,988,5,4,1,4573,1873,1413,2,0,182,0,3.5,77,10.24,443,2
2017,132,2009,1328,4,7,0,4280,1662,1348,1,1,212,1,5.53,113,12.16,497,3
2005,167,2632,1731,5,9,0,4394,1745,1596,0,0,238,1,7.67,173,12.23,273,0
2005,125,1958,1515,4,5,1,4498,1837,1509,2,0,201,1,4.63,88,12.39,482,1
2009,149,2081,1904,5,3,1,4344,1807,1448,0,0,294,1,4.6,110,12.28,440,3
2022,175,1809,1444,5,5,0,4599,1711,1320,0,1,238,1,5.1,127,12.01,396,2
2014,118,1287,2012,4,3,0,4637,1855,1376,2,1,225,1,4.84,91,13.89,520,1
2019,115,1555,1444,4,3,0,5152,1737,1501,2,0,236,0,5.54,131,13.01,378,0
2013,92,1194,1406,4,8,0,4583,1718,1478,1,1,264,0,3.69,97,12.92,417,1
2008,97,1161,1080,5,4,0,3926,1819,1294,2,1,234,0,3.92,75,11.74,378,1
2012,67,2001,1678,5,7,1,4849,1780,1501,0,0,111,1,4.6,85,12.54,392,1
2006,169,1238,1274,5,7,0,4439,1738,1325,0,0,285,1,3.74,91,10.4,418,0
2020,212,1960,1238,5,6,0,5104,1735,1558,0,0,227,0,3.68,75,10.93,397,3
2008,197,1149,1720,4,6,1,4941,1694,1467,0,0,261,0,5.09,95,12.35,430,2
2012,75,1948,1690,4,3,0,4348,1748,1413,1,1,196,1,5.41,103,13.05,316,0
2024,169,1556,1683,4,6,0,4717,1868,1529,0,1,110,1,5.75,139,12.59,329,1
2016,197,2503,1309,5,8,1,4322,1800,1478,0,0,100,1,3.92,75,10.95,316,3
2014,122,1962,1387,5,3,0,4501,1857,1556,0,0,163,1,4.77,101,12.54,349,0
2015,144,2418,1385,4,3,0,4703,1821,1456,0,0,251,1,5.4,107,12.36,476,0
2020,60,1422,1596,4,7,0,4834,1731,1461,1,0,298,1,4.98,127,11.91,345,1
2010,151,1828,1788,4,9,0,4769,1648,1427,0,0,238,1,5.4,105,13.18,443,1
2017,97,1309,1492,5,5,0,4522,1706,1471,1,0,157,1,5.09,90,12.77,404,1
2022,148,1593,1894,5,8,0,5200,1726,1586,1,0,173,1,5.65,100,12.49,355,2
2016,78,1669,1624,3,3,0,4390,1720,1410,0,0,302,1,5.75,138,12.81,495,1
2013,162,1437,1341,3,6,1,4018,1858,1502,2,0,141,1,3.51,81,11.56,438,3
2007,181,1192,1607,4,9,0,4076,1858,1380,2,0,346,1,5.52,142,11.54,372,3
2009,109,1093,1826,3,5,0,4942,1957,1285,0,0,333,0,5.22,95,12.58,382,1
2023,95,800,1900,5,6,0,4477,1719,1467,1,0,348,1,4.43,94,13.04,388,2
2015,60,1272,1697,4,3,1,4548,1908,1480,0,0,243,1,4.7,131,12.85,245,0
2011,129,2114,1406,4,6,0,4337,1907,1441,0,0,200,1,4.86,103,12.87,304,1
2013,117,1001,1346,4,6,1,4364,1761,1330,1,1,241,1,4.27,82,12.42,418,0
2016,78,1116,1544,4,9,0,4264,1818,1474,1,0,275,1,4.57,100,14.3,233,0
2015,158,2695,1818,5,3,1,4641,1879,1471,1,1,181,1,5.05,113,13.06,317,3
2018,122,1482,1508,4,4,0,4471,1775,1379,1,0,154,1,4.25,100,12.71,343,0
2010,97,1961,1514,2,7,0,4631,1769,1342,1,0,203,1,4.65,94,12.03,643,0
2017,118,2121,1413,4,9,0,4602,1730,1430,0,0,174,0,5.96,121,12.08,442,2
2013,183,2131,1318,5,3,0,4372,1600,1502,0,1,294,1,5.56,117,11.58,475,1
2023,164,1039,1359,5,7,1,4062,1786,1483,0,1,183,1,3.5,75,11.47,299,3
2008,135,1684,1434,4,9,0,4036,1723,1380,0,0,226,1,5.23,96,11.77,402,0
2007,165,991,1830,4,7,0,5200,1694,1461,1,0,279,1,5.45,149,12.73,235,1
2014,94,3023,1340,2,5,0,4943,1814,1521,0,1,297,0,6.56,136,12.92,360,2
2015,141,1003,1413,4,3,1,4902,1664,1356,0,0,233,1,3.66,75,11.13,431,0
2018,146,1276,1184,3,4,0,4298,1844,1455,0,0,243,1,4.1,86,11.59,249,1
2013,121,1280,1579,5,2,1,4503,1819,1557,0,1,159,1,3.92,81,13.14,417,1
2023,157,1052,1742,5,3,1,4255,1748,1348,0,0,281,1,3.53,78,12.05,417,1
2014,109,2476,1806,3,5,0,4106,1775,1542,0,1,296,1,7.26,150,12.99,319,1
2007,160,3011,1451,4,3,1,4323,1685,1580,0,0,108,1,6.85,165,12.05,302,1
2007,162,1562,1544,3,2,0,4898,1840,1432,0,0,326,1,6.12,146,10.4,324,2
2024,60,1140,1362,4,7,0,4752,1795,1423,0,1,178,0,5.02,108,13.11,354,2
2007,188,800,1532,2,2,0,4209,1801,1533,2,0,256,0,4.57,91,12.59,347,3
2023,60,1678,1478,4,3,0,4406,1820,1435,0,0,225,0,3.9,98,11.48,424,1
2010,115,1642,1415,5,6,0,4725,1729,1262,0,0,216,1,4.13,89,12.74,334,1
2006,181,1474,1434,2,9,0,4329,1658,1442,0,0,208,1,5.95,109,11.82,519,2
2011,127,1911,1513,5,7,1,4524,1857,1488,1,0,160,1,3.5,83,11.44,525,1
2017,81,1998,1326,2,2,0,4621,1835,1509,0,0,251,1,5.92,117,12.79,405,0
2013,96,1962,1339,4,3,0,4617,1737,1380,0,0,203,0,4.21,104,12.93,350,0
2020,181,1642,1827,4,7,0,4576,1813,1428,2,0,141,0,7.31,106,11.58,334,3
2017,63,1249,2078,5,7,0,4304,1881,1528,2,1,158,1,6.17,129,14.08,406,0
2013,185,2133,1099,3,5,1,4335,1871,1445,0,0,142,1,4.07,99,10.79,422,1
2017,138,1806,1085,3,9,0,4160,1735,1328,0,1,189,1,5.71,126,12.2,353,1
2024,92,2244,1161,5,9,0,4032,1661,1549,0,0,249,1,3.99,95,11.69,335,2
2013,117,2195,1374,5,7,0,4466,1675,1433,0,0,177,1,4.9,95,12.12,410,3
2008,99,1089,1624,4,7,1,4745,1755,1537,0,1,279,1,3.62,79,12.76,392,0
2013,175,1083,1548,2,8,0,4086,1897,1338,1,1,213,1,3.79,83,12.11,320,2
2021,169,1422,1443,4,3,1,4582,1722,1440,0,0,203,1,3.5,76,12.29,391,2
2009,71,1272,1532,5,7,0,4735,1732,1491,0,0,221,0,4.4,124,13.08,330,0
2023,124,2178,1227,4,9,0,3949,1731,1443,0,1,304,1,3.5,91,11.85,301,2
2016,105,1976,1339,4,3,0,4419,1737,1355,0,0,138,1,4.59,112,12.2,377,0
2017,192,2350,1395,4,2,0,4994,1779,1259,0,0,319,0,5.63,137,10.81,336,3
2011,86,1998,1004,4,4,0,4666,1678,1572,0,0,278,1,3.5,75,11.18,318,1
2023,204,1904,1110,5,4,0,3939,1867,1470,0,1,219,1,3.66,75,11.59,464,3
2005,139,2400,1120,5,9,0,4698,1768,1543,0,1,291,0,5.99,104,12.65,349,3
2010,94,2035,1591,3,5,0,4276,1978,1524,0,0,201,1,4.62,84,11.78,544,1
2013,113,1834,1461,5,7,0,4707,1686,1498,1,1,237,1,6.62,128,13.02,440,1
2014,108,2540,1553,4,9,0,4293,1907,1424,0,0,188,1,5.49,120,13.13,303,1
2014,89,1858,940,4,8,0,4484,1891,1489,0,1,278,0,3.67,75,11.18,486,0
2007,144,1648,1029,4,7,0,4339,1747,1565,2,0,178,1,4.8,105,10.85,313,0
2009,91,1381,1566,5,9,0,4501,1748,1457,1,1,217,1,6.33,136,12.79,557,0
2006,60,2152,850,4,7,1,4330,1706,1602,0,0,261,1,3.5,75,12.92,398,0
2016,125,2419,1706,4,3,0,4433,1707,1330,0,0,283,1,5.75,153,13.7,426,1
2012,68,1775,944,5,7,0,4147,1780,1321,0,0,171,0,3.5,75,11.32,374,1
2016,110,2454,1611,3,4,0,4647,1782,1529,0,1,265,1,5.6,142,12.13,408,0
2016,104,815,1178,5,4,1,4553,1652,1385,2,0,161,1,3.83,75,12.37,359,0
2019,105,1772,1662,4,7,0,4015,1963,1613,0,0,100,1,5.13,111,13.19,290,2
2015,220,1780,2202,4,4,0,4798,1759,1557,0,0,175,1,7.44,137,13.31,417,2
2017,142,1437,850,4,2,0,4447,1785,1577,0,1,270,1,3.5,75,10.46,472,3
2016,150,2992,1574,4,9,0,4549,1730,1521,0,1,219,1,5.56,153,12.88,274,2
2018,69,1767,948,4,6,1,4729,1759,1376,0,0,188,1,3.5,75,11.43,522,3
2017,114,1596,1507,4,7,0,4598,1751,1317,0,0,223,0,4.6,86,12.82,434,2
2011,149,1813,1348,5,8,0,4850,1780,1570,0,1,221,1,4.58,107,11.99,349,2
2009,99,800,1432,5,7,0,4412,1779,1330,2,0,257,1,3.5,75,13.62,336,1
2020,176,1420,1172,5,6,1,4810,1844,1577,1,0,123,1,3.5,75,11.3,556,2
2011,92,2292,1595,4,8,1,4537,1798,1504,2,0,214,1,6.44,118,12.7,466,0
2015,129,1486,1038,4,4,1,4652,1836,1444,2,0,227,1,3.5,75,11.41,486,2
2008,117,1386,1710,4,8,1,4621,1779,1485,2,1,138,0,5.44,101,13.06,360,3
2013,147,2455,1298,2,7,1,4872,1799,1487,2,1,137,1,3.5,81,11.24,438,0
2015,114,2470,1049,5,3,0,4716,1761,1434,0,0,198,1,3.78,81,12.68,415,2
2017,129,2058,1799,4,3,0,4367,1860,1564,0,1,221,0,4.67,88,14.11,364,0
2015,131,1572,1383,4,9,0,4308,1806,1561,0,0,221,0,5.51,124,11.89,387,1
2012,111,1680,1877,4,9,0,4485,1767,1462,1,1,187,1,6.9,153,13.94,480,1
2024,159,1398,1705,4,9,1,4272,1765,1402,1,0,184,1,3.5,79,13.53,519,3
2015,150,1303,1200,4,2,0,4184,1771,1554,0,1,196,1,3.93,81,12.44,352,2
2021,136,1278,1379,4,9,0,3862,1782,1288,1,1,238,1,5.0,109,12.04,247,3
2019,123,1491,1430,4,8,0,4035,1775,1486,1,1,295,0,5.55,129,12.43,519,3
2016,172,1283,1782,4,8,0,5096,1735,1509,1,0,100,1,5.07,96,11.27,541,2
2022,131,1018,1509,4,5,0,4303,1841,1384,0,1,257,1,3.5,86,13.01,412,3
2007,128,1910,1444,5,6,0,5071,1846,1528,0,1,213,1,4.56,101,13.2,554,1
2023,144,1917,1350,2,5,0,4621,1923,1448,0,0,252,1,5.14,96,12.52,413,2
2022,208,2650,1387,4,2,0,4485,1732,1406,0,0,291,1,7.08,132,11.5,297,2
2015,86,1466,1726,4,6,0,4050,1833,1527,1,1,175,1,5.4,117,13.73,254,2
2019,171,1948,1401,4,3,0,4501,1627,1363,0,1,277,1,4.35,89,11.25,259,2
2015,64,1956,1301,5,3,1,5068,1846,1520,0,1,145,0,5.78,133,13.13,393,0
2010,149,1673,1259,4,2,0,4967,1663,1291,0,0,228,1,4.72,100,11.15,345,2
2020,203,2172,1262,5,5,0,4582,1701,1473,0,1,205,1,3.63,83,11.5,329,3
2009,160,2188,1049,5,2,1,4155,1807,1454,0,0,223,0,3.5,75,10.52,364,1
2011,147,1964,1212,4,8,1,4213,1730,1407,2,0,161,1,4.52,94,11.77,451,1
2015,118,1672,1775,4,9,0,4244,1719,1481,0,1,246,1,5.74,149,14.03,325,0
2021,141,1621,1348,4,8,0,4883,1741,1444,2,1,315,1,4.92,106,12.33,323,3
2012,130,1116,1576,4,4,0,4990,1838,1534,0,1,162,1,3.5,75,12.89,348,3
2014,109,1397,850,4,3,1,4559,1705,1495,0,0,231,1,3.5,75,11.74,464,2
2005,128,1489,1542,4,6,0,4409,1776,1486,2,0,271,1,4.63,102,13.41,372,1
2007,148,1238,1360,4,7,1,4965,1750,1473,1,1,202,1,3.5,87,11.98,414,3
2006,109,2020,1280,4,2,1,4206,1846,1412,1,0,302,1,4.4,75,12.36,514,1
2006,108,2398,1445,4,8,0,4516,1848,1426,1,1,194,0,6.31,138,13.6,637,1
2022,86,1346,1276,4,5,0,4639,1633,1470,0,1,213,0,5.74,97,13.02,439,1
2021,156,1942,869,5,8,1,4241,1864,1436,1,1,160,1,3.5,75,9.76,424,3
2021,162,1283,1631,4,2,1,4309,1731,1539,0,1,228,0,3.74,81,11.99,270,3
2006,149,1648,1461,4,5,1,4286,1799,1457,1,0,220,1,3.73,75,12.38,409,1
2006,179,1455,1322,5,5,0,4925,1705,1480,2,0,258,1,5.35,111,11.06,394,2
2010,144,2101,1158,4,2,1,5074,1810,1338,2,1,182,1,4.63,101,12.55,471,1
2016,156,1461,1033,4,7,1,4534,1984,1525,1,0,179,1,3.5,75,12.11,348,1
2011,152,2306,1456,4,9,1,4420,1790,1404,1,1,248,1,6.45,141,11.83,396,0
2014,136,1677,1803,2,6,0,4320,1743,1367,0,0,304,1,5.35,102,12.15,430,2
2008,119,1475,1451,5,5,0,4501,1761,1582,0,1,258,1,5.66,129,12.36,552,1
2019,229,1173,1054,4,7,0,4335,1662,1506,2,0,331,0,4.18,84,9.91,517,3
2011,122,1927,1456,4,4,1,4471,1896,1528,1,1,253,0,3.5,80,13.47,495,0
2006,113,2248,1387,4,4,1,4624,1805,1486,0,0,251,1,5.14,75,11.6,449,1
2019,157,1937,1616,4,8,0,4378,1696,1443,1,1,261,1,3.5,75,12.89,338,3
2023,150,2919,1552,4,6,0,4443,1699,1428,0,1,309,1,6.79,151,13.24,443,3
2005,84,2515,850,5,4,0,4444,1781,1512,1,0,294,1,3.5,91,11.98,310,0
2013,185,1646,1536,4,5,0,4405,1855,1541,1,0,155,1,5.57,124,11.91,361,2
2021,136,1641,1149,2,8,1,4368,1688,1445,0,0,268,1,3.51,75,11.37,536,0
2019,96,2035,1045,4,6,0,4729,1869,1616,0,1,236,1,4.75,110,13.15,436,0
2022,188,1381,1353,5,2,0,3969,1773,1434,1,1,208,1,4.74,122,11.4,390,3
2013,165,2383,1503,4,8,1,4972,1706,1338,0,1,114,0,5.0,99,12.69,420,2
2012,89,1981,990,4,7,0,4541,1743,1312,2,0,128,1,3.54,75,11.62,371,0
2019,211,1928,1576,4,4,0,4683,1920,1315,0,0,198,1,5.28,91,10.31,190,2
2008,166,2143,1591,5,9,0,4718,1669,1417,0,1,132,1,5.03,121,12.13,269,2
2009,140,2661,1412,4,9,0,4288,1721,1431,0,1,199,1,5.71,129,12.15,431,3
2017,204,1885,1183,5,9,0,4226,1856,1505,1,0,263,1,3.94,84,10.63,293,2
2018,146,1743,1155,3,5,0,4190,1797,1448,0,0,185,1,3.5,75,10.96,364,2
2007,139,2554,1656,5,9,0,4426,1717,1517,1,0,225,1,5.17,117,12.82,268,1
2015,114,2284,1022,5,8,0,4710,1857,1454,2,1,156,1,3.5,79,12.22,320,1
2012,163,1640,1666,4,8,0,4325,1861,1451,1,1,238,1,3.5,82,12.29,377,1
2015,159,1803,1359,4,6,0,4682,1807,1404,0,1,250,1,4.43,83,11.72,467,1
2024,141,1898,1376,4,4,0,3790,1731,1564,0,1,135,1,4.84,81,11.53,468,1
2006,108,1981,973,4,3,0,4384,1743,1327,2,1,175,1,3.5,75,11.9,310,2
2024,145,1122,1363,4,9,0,4850,1803,1474,0,0,144,1,3.93,75,12.61,415,1
2013,137,1029,1553,2,6,1,4449,1675,1435,2,0,251,1,3.65,75,13.09,249,0
2020,87,1356,1066,5,9,0,4251,1886,1513,2,0,230,1,3.5,93,11.53,382,1
2013,81,1318,1525,4,6,0,4303,1916,1448,1,1,217,1,4.41,75,14.37,463,1
2011,163,1478,1422,4,6,0,3600,1761,1451,1,1,212,1,5.5,129,11.77,356,1
2020,60,2117,1239,4,2,0,4196,1808,1429,2,0,239,1,3.7,91,11.95,492,1
2018,148,1716,1614,4,5,0,4817,1875,1561,1,1,241,1,5.33,133,11.73,464,1
2007,121,1898,850,4,6,0,4325,1936,1450,1,0,190,1,3.77,86,10.4,400,0
2019,192,1188,1487,4,2,0,4361,1905,1608,0,0,182,1,3.67,95,11.67,358,3
2020,120,1569,1805,4,3,1,3800,1641,1472,0,1,216,1,5.64,147,13.12,317,1
2012,166,2094,1760,5,6,0,4011,1755,1452,0,1,209,1,6.59,139,12.25,239,2
2023,124,2097,1497,4,3,0,4857,1820,1438,2,0,344,1,4.95,116,11.8,271,3
2017,145,1438,1325,5,7,1,4685,1740,1495,1,0,197,1,5.24,129,11.06,473,3
2011,169,1881,1241,4,5,0,4111,1923,1403,1,1,237,1,5.33,103,11.02,509,0
2005,121,2899,1324,4,5,0,4311,1910,1462,0,1,248,1,4.62,98,12.91,280,1
2018,180,1791,1536,4,2,0,4491,1715,1451,2,1,304,1,4.8,97,13.09,385,3
2009,100,1453,1198,2,5,0,4141,1767,1476,0,0,171,1,6.0,140,13.12,231,0
2020,152,1713,1589,5,6,1,3899,1720,1478,1,0,300,1,3.54,75,12.57,280,2
2015,177,1846,1933,4,6,0,4452,1764,1482,0,0,211,1,6.5,171,12.25,403,0
2014,166,1724,1385,4,4,0,4672,1762,1458,2,0,370,0,5.69,134,11.18,337,1
2008,217,1784,1064,5,2,1,4678,1856,1576,1,1,242,1,3.71,84,11.08,213,3
2019,109,1078,1064,4,9,0,4763,1709,1484,0,1,146,1,3.59,75,11.77,540,0
2008,85,1319,1594,5,9,0,4034,1600,1658,0,1,208,1,5.7,108,13.52,367,1
2013,100,1725,1385,4,9,0,4517,1652,1454,0,0,300,0,4.76,126,13.53,280,0
2021,166,1717,1619,5,4,0,4419,1698,1527,0,0,225,1,4.56,98,12.18,390,0
2023,160,1517,1267,4,6,0,4474,1728,1392,0,1,216,1,4.23,75,13.08,371,2
2024,144,1711,1608,3,3,0,4436,1795,1562,0,0,263,1,4.74,107,11.61,418,2
2024,95,1831,1360,4,9,0,4302,1694,1394,0,0,199,1,4.06,98,12.65,344,1
2016,171,2245,1217,3,2,1,3600,1683,1486,0,0,207,1,5.05,113,11.37,390,3
2009,91,1750,1300,5,5,0,4849,1706,1429,1,0,163,1,4.33,93,11.72,471,1
2021,186,2000,1101,4,8,1,4599,1691,1486,0,0,324,1,4.49,108,11.25,263,1
2021,254,1529,1897,4,7,0,4055,1736,1431,0,0,147,0,6.05,120,12.46,308,1
2024,155,2086,1376,4,8,1,4642,1732,1387,2,1,230,1,3.82,86,13.31,457,3
2018,163,1988,1561,5,5,0,4366,1835,1428,0,0,249,0,3.93,88,12.21,328,2
2007,120,2233,1266,4,2,1,4374,1701,1573,1,1,219,1,5.97,123,11.05,371,2
2015,68,2157,1137,5,2,1,4269,1751,1487,2,1,145,0,3.56,75,12.84,333,3
2013,116,2094,1342,3,3,0,4661,1736,1347,1,0,160,1,3.5,75,12.54,345,3
2021,96,1751,1675,5,2,0,4260,1845,1538,0,0,251,1,6.19,137,12.86,332,0
2012,82,1922,1270,4,5,1,4171,1768,1379,0,0,173,1,3.78,76,12.49,259,1
2011,209,2332,1182,4,2,1,4840,1864,1509,1,0,100,1,3.5,80,10.37,430,3
2006,151,1474,1439,4,3,0,4446,1688,1494,1,0,243,1,5.61,114,11.79,474,0
2021,155,1486,1525,2,5,1,4456,1776,1499,0,1,168,1,3.5,89,12.9,364,0
2020,128,1891,1811,5,7,0,4708,1734,1598,1,0,258,1,5.4,109,13.72,471,2
2005,133,2008,1488,5,7,0,4300,1682,1384,2,0,208,1,5.33,132,11.42,330,0
2013,179,1388,1561,4,2,0,4360,1775,1499,1,1,205,1,5.61,140,11.77,328,1
2014,139,1763,1580,5,9,1,4592,1919,1551,0,1,223,0,6.33,135,11.64,421,0
2014,161,1753,1112,3,6,0,4038,1712,1399,0,1,152,0,3.72,83,12.49,408,2
2023,132,800,1159,3,4,0,4566,1770,1390,0,0,170,1,3.5,75,12.06,370,3
2008,126,1690,1129,2,5,0,4273,1675,1427,0,1,204,1,6.29,129,10.65,435,0
2011,84,1721,1067,4,8,0,4757,1663,1476,1,1,151,0,3.85,87,12.19,268,0
2008,61,1720,1599,2,5,0,4664,1717,1337,0,1,263,1,5.9,129,13.4,354,0
2009,130,2508,1473,4,3,0,4624,1744,1494,0,1,202,1,4.92,126,12.03,469,2
2023,142,1192,1420,3,5,1,4018,1748,1337,0,0,133,0,4.78,94,12.56,456,1
2023,89,1388,850,5,2,0,4469,1762,1553,2,1,186,1,3.5,75,12.34,455,1
2005,139,800,1914,5,3,0,4147,1648,1491,2,1,226,1,5.86,100,13.42,464,2
2017,142,1560,1176,4,4,0,4489,1730,1603,1,1,193,1,4.02,96,11.36,347,1
2009,60,1602,1913,4,3,0,3805,1820,1504,2,0,244,1,6.39,151,13.53,214,0
2008,103,1545,1038,5,4,0,4038,1671,1426,2,1,254,0,3.5,87,11.97,346,0
2010,156,2354,1197,4,2,0,4857,1752,1386,0,0,364,1,5.09,128,11.05,443,1
2008,155,2230,850,5,6,0,4611,1803,1469,0,1,289,0,5.2,127,10.94,455,2
2014,94,1839,1491,4,2,0,4394,1717,1448,1,0,122,1,6.97,171,12.99,330,1
2024,146,1615,1125,4,3,0,4227,1807,1545,1,1,198,1,3.5,83,10.68,289,3
2016,181,2313,1132,2,9,1,4175,1658,1376,0,1,204,1,3.5,81,10.74,293,3
2019,171,1790,1057,5,2,0,4560,1851,1612,2,0,255,1,3.5,75,10.84,335,3
2014,136,1391,1594,5,4,0,4397,1809,1552,0,1,164,1,7.15,134,13.6,209,1
2005,121,942,1578,4,6,0,4964,1784,1434,2,1,188,1,4.88,89,13.31,342,2
2006,115,1579,1853,5,4,0,4445,1870,1594,0,0,145,1,7.1,183,13.12,386,0
2010,159,2177,1229,5,4,0,4518,1754,1387,0,0,184,0,5.37,106,11.59,371,1
2009,148,2938,1455,3,3,0,4083,1731,1466,2,0,186,1,8.05,162,11.87,342,2
2021,165,1831,1078,5,5,0,4392,1890,1348,1,1,201,1,3.5,77,11.92,316,3
2021,145,1417,1316,4,8,0,4553,1927,1598,1,0,149,0,3.5,75,11.95,332,2
2022,173,1208,1270,4,6,0,4388,1725,1318,1,0,279,1,5.1,118,12.03,326,1
2017,144,2076,1516,3,9,0,4354,1771,1335,0,0,248,0,6.09,95,11.29,439,3
2016,171,918,1654,5,7,1,4598,1864,1399,0,0,133,0,4.22,75,11.57,382,0
2017,175,2075,1648,5,8,0,4954,1774,1556,0,0,222,1,6.99,158,12.16,675,3
2013,108,2209,1189,4,5,0,4543,1828,1526,0,1,126,1,5.05,92,12.48,352,0
2018,68,2018,1650,4,6,0,4843,1842,1460,0,0,301,0,6.93,179,14.72,427,1
2020,202,1690,1389,4,6,0,4686,1735,1532,0,1,317,0,4.7,104,10.37,356,3
2020,150,2082,1319,5,8,0,4825,1814,1441,0,1,217,0,5.41,137,11.92,357,2
2017,71,1885,1223,5,6,0,4317,1780,1484,0,1,169,0,4.72,109,12.65,517,2
2006,111,1411,1260,4,5,0,4438,1683,1582,0,0,180,0,4.0,88,12.13,469,0
2019,171,2725,1836,4,2,0,4439,1701,1430,0,1,193,1,6.75,128,13.76,220,3
2012,129,1624,1477,4,8,0,4664,1728,1389,2,1,214,0,4.63,115,13.03,290,0
2019,120,2188,1444,4,5,0,4738,1854,1488,2,0,302,1,5.41,126,11.29,374,3
2015,196,800,1334,4,8,0,4538,1857,1509,1,0,277,1,3.5,99,12.04,336,1
2022,98,2438,2011,3,7,1,4763,1840,1459,0,0,278,1,6.61,154,14.55,250,1
2011,108,2534,1726,3,2,0,4331,1815,1530,1,1,230,1,6.95,145,13.41,388,1
2023,148,1815,1220,4,7,1,4766,1813,1434,0,0,151,1,3.5,76,10.49,216,3
2021,156,2079,1332,5,5,1,4805,1802,1460,0,1,174,1,4.07,90,11.8,398,2
2011,160,2079,1346,4,3,0,4703,1813,1480,2,1,224,0,4.58,117,12.15,450,3
2014,176,1479,1436,4,4,0,4540,1818,1473,0,1,148,0,4.39,114,12.46,460,0
2015,148,2074,1225,5,7,1,4714,1668,1579,2,1,238,0,3.5,75,10.71,371,3
2020,160,1396,1510,5,2,0,4232,1717,1480,1,1,268,1,4.48,82,11.74,510,3
2018,130,1496,1763,4,6,0,4560,1698,1426,0,0,253,1,4.71,77,13.42,410,2
2022,143,2363,1072,2,8,0,4590,1869,1492,0,0,250,1,4.25,79,12.13,459,2
2012,144,2287,1118,4,2,0,4101,1912,1531,1,1,108,1,3.96,80,11.87,308,2
2015,149,1447,1279,4,2,1,4642,1606,1512,0,0,300,1,3.5,88,12.26,519,1
2013,171,1433,1291,4,2,1,4125,1905,1508,0,1,126,1,5.17,130,11.9,374,3
