anio,potencia_hp,cilindrada_cm3,peso_kg,puertas,airbags,tipo_combustible,largo_mm,ancho_mm,alto_mm,traccion,transmision_automatica,torque_nm,seguridad_esp_abs,consumo_litros_100km,emisiones_co2_g_km,cero_a_cien_seg,capacidad_baul_litros,rango_precio
2024,181,1720,1478,4,7,0,4802,1608,1269,0,1,288,1,5.67,122,11.78,454,3
2016,202,2106,1699,4,4,0,4103,1794,1308,0,1,258,0,5.35,115,11.52,369,3
2013,128,1407,889,4,3,0,4847,1735,1513,0,1,256,1,3.5,87,11.12,328,1
2016,97,2267,1376,4,7,0,4287,1703,1463,0,1,224,1,5.31,125,12.66,243,0
2005,181,1308,1304,4,5,0,4429,1797,1220,0,1,245,1,4.95,106,11.1,256,1
2023,152,910,1333,4,7,0,4848,1762,1420,0,0,196,0,3.5,82,12.07,282,1
2017,185,1294,914,4,4,0,4541,1744,1427,2,1,100,1,3.5,79,10.16,284,3
2005,140,967,1591,4,2,0,4684,1844,1546,1,0,225,1,4.73,101,12.98,382,1
2023,188,1114,1197,4,9,0,4748,1803,1302,1,0,219,0,3.5,75,10.78,246,3
2014,174,2366,1351,3,8,0,4692,1810,1410,2,0,138,1,5.81,119,11.1,316,3
2007,169,1700,1282,4,3,0,4351,1886,1534,0,1,100,1,5.53,142,11.48,214,1
2017,160,1909,991,2,2,1,4228,1774,1511,2,0,286,0,3.5,75,11.08,556,3
2006,156,2379,1297,4,5,0,4717,1847,1380,1,1,156,0,4.93,113,12.21,425,1
2016,149,2430,948,3,5,0,4740,1746,1429,0,1,205,1,3.5,88,10.72,180,2
2020,149,1548,1173,5,7,0,4620,1828,1336,0,0,175,1,3.5,75,11.63,438,2
2006,180,2464,1329,4,3,0,4457,1822,1558,0,0,318,1,5.48,132,11.12,619,2
2020,120,1992,1407,2,8,0,4770,1736,1418,0,1,127,0,4.08,75,11.88,408,1
2016,209,1802,1422,5,6,0,4506,1659,1550,0,0,280,0,5.19,103,10.67,422,3
2011,136,2021,1374,4,5,0,4104,1678,1514,1,1,100,1,4.94,87,12.66,417,2
2009,179,1087,1943,5,3,0,4598,1705,1382,0,1,272,1,5.54,121,12.23,550,1
2005,136,1407,1517,4,5,0,4665,1824,1440,0,0,187,1,5.78,127,11.95,579,0
2008,130,1746,1103,4,6,1,4746,1769,1502,2,0,100,1,3.5,75,11.46,410,2
2010,221,2105,1255,4,3,0,4247,1756,1486,0,1,220,1,5.27,109,11.53,194,2
2022,128,1614,1244,2,8,0,4290,1818,1570,0,1,212,1,3.99,110,11.13,367,2
2015,89,1736,1364,5,2,0,4614,1838,1538,0,1,120,1,4.75,108,12.77,231,0
2008,111,2285,1257,3,6,0,4381,1891,1477,0,0,238,1,5.06,116,12.05,247,0
2019,127,2506,1194,5,3,0,4495,1732,1505,0,0,215,1,4.19,84,10.98,469,2
2014,226,2184,1821,4,8,0,4796,1824,1396,1,0,246,1,6.78,138,11.54,366,3
2021,148,2434,1419,5,5,0,4634,1836,1405,0,1,132,1,5.91,132,11.97,347,2
2020,177,1598,1324,4,5,0,5062,1704,1499,1,0,171,1,3.5,75,11.55,436,3
2023,100,1647,1345,5,9,0,4604,1790,1478,0,0,158,1,4.29,93,12.15,455,0
2019,154,1959,1354,4,7,0,5029,1707,1366,0,1,224,1,4.64,99,11.68,311,2
2007,167,1649,1757,4,3,0,4836,1762,1446,0,1,185,0,5.81,107,12.64,521,0
2016,212,1546,1528,3,5,1,5200,1813,1390,0,0,156,0,4.3,92,11.75,314,2
2013,112,2626,1689,3,9,0,4523,1644,1409,1,1,300,1,6.45,144,12.54,439,2
2021,164,1699,850,5,9,0,4493,1710,1552,1,1,184,1,3.5,80,10.8,354,3
2008,152,1317,1490,5,6,1,4910,1716,1379,0,0,283,1,4.59,102,11.86,372,0
2014,99,2044,1673,4,2,0,4366,1787,1401,2,0,267,1,5.4,138,12.93,347,1
2021,139,2718,1902,5,9,1,4382,1721,1496,1,1,173,1,6.03,121,13.56,470,3
2017,129,1840,1416,4,8,0,4595,1810,1458,0,1,106,1,4.61,103,12.08,460,1
2005,60,2416,979,4,2,0,4634,1712,1465,0,1,229,0,4.04,99,11.67,383,0
2021,164,1581,1556,4,2,0,4103,1739,1340,0,0,257,1,4.6,97,11.85,477,2
2012,162,1554,1259,4,3,0,4598,1828,1450,0,0,287,0,4.92,119,10.84,258,0
2018,122,1455,961,4,8,1,4430,1805,1423,0,0,240,1,3.5,75,11.92,418,1
2018,86,1728,1254,5,2,0,4515,1792,1389,2,1,243,1,5.45,115,13.09,257,1
2017,199,2718,1673,4,2,0,4576,1777,1409,0,1,179,1,5.67,112,11.56,180,3
2013,151,1222,1709,4,9,0,4467,1860,1429,1,0,173,1,3.98,86,12.4,231,1
2013,181,2619,1589,3,7,1,4844,1889,1517,0,0,411,1,5.08,125,11.13,462,2
2007,196,1296,1147,5,4,0,4670,1750,1598,2,0,286,1,3.5,89,10.66,372,3
2016,119,1683,2038,2,2,0,4469,1722,1461,0,1,136,1,7.18,159,13.49,388,0
2010,172,2218,1117,5,9,1,4548,1697,1567,1,0,235,0,3.94,86,11.74,300,2
2012,130,2115,1390,4,8,0,4836,1918,1461,0,1,244,1,4.62,112,12.46,320,1
2008,137,1941,1048,4,9,1,4761,1709,1337,2,1,109,1,3.5,75,11.59,274,2
2019,137,975,1738,5,3,0,4904,1675,1457,0,0,200,1,4.7,99,13.09,373,1
2023,140,1981,1521,2,8,0,4486,1801,1552,0,0,251,1,6.41,138,11.99,395,2
2012,185,1289,1631,4,2,0,4568,1863,1561,0,1,317,1,5.13,94,12.37,380,3
2013,145,3084,1432,4,5,0,5128,1682,1384,1,1,315,1,6.36,130,11.89,383,3
2014,134,1693,1392,4,8,1,4517,1770,1626,0,0,196,1,4.15,82,11.72,361,0
2006,129,1894,1453,4,4,0,5029,1666,1396,1,1,198,1,5.42,115,13.2,395,1
2020,154,1227,938,5,6,0,4780,1724,1396,1,1,189,1,3.5,75,9.91,444,3
2022,104,1561,1658,5,6,0,4401,1909,1412,0,0,231,1,4.68,82,13.11,301,1
2015,120,1154,1638,2,8,1,4112,1793,1565,0,0,269,1,4.1,89,12.32,418,0
2006,138,2291,1312,4,6,0,4719,1759,1484,2,0,154,1,5.39,113,12.15,482,2
2011,117,1669,1407,4,8,0,4319,1785,1523,0,1,206,0,4.12,94,12.14,252,0
2008,135,2081,1485,4,6,0,4318,1802,1281,2,1,182,1,5.57,128,12.46,303,3
2021,116,1458,1803,4,2,1,4014,1772,1449,0,0,170,1,4.04,83,12.45,336,1
2021,220,1549,1518,4,5,0,4884,1685,1444,0,0,186,1,3.86,98,11.64,289,3
2012,193,2444,1421,2,2,0,4561,1686,1507,2,1,328,1,5.54,103,11.26,335,3
2012,158,1314,1283,4,8,1,4538,1940,1417,0,0,323,1,3.5,75,10.87,325,1
2021,138,899,1035,4,7,0,4648,1719,1545,0,0,306,1,3.5,77,9.88,528,1
2006,228,2003,1261,4,6,0,4603,1875,1400,1,0,117,1,4.56,113,9.82,408,3
2020,153,1229,1428,4,8,1,4559,1723,1345,0,0,236,1,3.5,75,12.11,517,2
2024,137,1580,1348,4,8,0,4685,1883,1326,1,0,363,1,3.68,84,11.32,368,3
2013,152,2256,1430,4,3,0,4449,1835,1551,2,1,243,1,5.26,117,11.53,379,3
2020,152,1391,1597,5,5,1,3762,1763,1512,1,0,174,0,3.96,97,12.17,352,2
2019,196,2239,1520,4,9,1,4751,1940,1393,0,0,254,1,4.9,99,11.41,365,2
2022,139,1459,1480,4,6,0,4658,1706,1539,0,0,202,0,4.38,88,12.13,624,1
2005,224,2545,1575,4,2,0,4538,1761,1440,2,1,193,1,6.88,144,11.37,493,3
2019,105,2463,1458,5,7,1,5005,1712,1444,1,0,233,1,4.38,94,13.2,403,2
2012,168,1564,1404,4,8,0,4115,1718,1340,1,0,246,1,4.88,120,11.1,181,3
2022,100,1693,1529,5,2,0,3669,1751,1411,0,1,207,1,5.18,89,12.61,322,0
2022,213,1384,979,2,7,0,4975,1704,1462,0,0,216,1,3.5,75,10.08,475,3
2010,127,1900,1725,5,7,0,4655,1754,1469,0,0,156,0,6.28,155,12.94,411,0
2016,138,2375,1089,3,5,0,4042,1905,1410,0,1,215,1,3.84,81,12.17,345,2
2014,177,1077,1621,5,2,0,4410,1642,1530,0,1,261,0,5.2,106,12.17,452,1
2016,190,2259,1415,2,5,0,4716,1680,1565,0,0,223,1,5.0,105,11.67,410,2
2021,96,1138,1689,5,6,1,4170,1704,1391,0,0,207,1,3.92,75,13.18,304,0
2018,126,1370,1421,4,4,0,4697,1743,1485,2,1,130,0,3.81,75,13.6,401,3
2020,84,906,1176,4,5,0,5162,1860,1336,0,0,286,1,3.5,77,11.86,460,0
2018,145,2852,1680,4,5,0,4945,1837,1486,0,0,147,1,6.36,129,12.99,458,1
2010,136,1829,1458,4,5,0,4522,1818,1379,1,0,259,1,4.79,121,12.06,365,2
2016,126,1922,1442,3,6,0,4628,1796,1442,0,1,196,0,5.35,90,12.52,330,1
2012,113,1462,1433,3,6,1,4249,1970,1467,2,0,266,1,3.5,76,12.59,370,2
2013,125,2333,1663,4,3,0,4571,1690,1435,0,0,281,1,6.35,130,13.14,434,0
2007,110,800,1617,4,6,0,4432,1688,1535,2,0,199,1,4.77,120,12.43,406,0
2008,161,1813,1470,2,2,1,4235,1778,1394,2,1,100,0,4.69,89,11.99,477,3
2011,201,2903,1025,3,4,1,4131,1796,1418,0,0,100,1,4.11,89,10.04,340,3
2010,63,1609,1312,3,6,1,5106,1761,1479,0,0,158,1,3.5,83,11.54,388,0
2017,135,1809,1439,3,2,0,4557,1713,1451,2,1,162,1,4.93,113,13.18,364,3
2010,123,2136,1862,4,3,1,4227,1676,1474,0,0,235,1,6.05,118,13.1,410,0
2009,160,1394,1509,5,3,0,4406,1758,1438,2,0,338,1,5.83,125,11.86,279,2
2013,102,1811,1390,4,2,0,4974,1724,1392,0,0,258,1,5.77,128,12.01,505,0
2016,134,2280,1712,5,4,1,5014,1742,1505,0,0,209,1,5.82,137,12.51,366,0
2024,98,1897,1385,3,4,0,4348,1694,1460,0,1,300,1,5.07,112,12.79,504,2
2015,168,1985,1406,4,6,1,4589,1886,1524,1,0,206,1,3.5,77,12.09,515,2
2012,144,1625,1453,5,3,1,4797,1816,1557,0,0,270,1,3.8,75,12.09,264,1
2011,134,1958,1039,5,2,0,4428,1927,1427,0,0,240,1,3.5,77,11.32,403,0
2013,155,1828,1653,5,8,0,4181,1739,1397,1,1,101,1,5.94,145,12.04,425,2
2023,130,2528,1520,4,5,1,4241,1785,1419,0,0,277,1,5.11,103,12.01,372,2
2012,78,2162,1343,5,4,0,4534,1760,1404,0,0,325,1,5.35,112,12.54,433,0
2009,164,1678,1128,3,7,0,4301,1782,1301,1,0,197,1,4.33,91,10.3,297,2
2016,152,800,1467,5,7,1,4145,1760,1581,0,1,265,1,3.5,80,11.94,462,1
2020,134,2158,1764,5,7,1,4461,1767,1486,0,1,249,1,5.24,114,12.97,404,2
2023,179,2178,1253,5,2,0,4808,1623,1634,0,1,202,1,4.19,95,12.06,367,3
2010,189,1342,1148,4,6,0,4734,1758,1411,0,0,195,1,4.09,84,10.1,180,1
2022,96,801,1519,2,7,1,4463,1835,1500,0,0,279,1,3.5,75,12.11,453,0
2022,109,1229,1015,3,2,0,5099,1625,1475,0,0,179,1,3.5,84,11.84,262,1
2012,202,2263,859,4,9,0,4297,1752,1449,2,1,185,1,3.5,75,9.32,505,3
2011,197,1268,1303,4,8,0,4508,1825,1530,1,1,269,1,3.95,93,12.21,477,3
2010,110,1570,1241,5,8,0,4124,1881,1455,0,0,274,1,3.84,88,12.04,254,0
2011,93,1910,1345,3,3,1,4762,1773,1448,1,1,313,1,4.39,86,12.99,251,1
2022,114,2412,1276,5,8,0,4493,1816,1467,0,1,183,1,4.41,87,12.47,419,2
2011,120,1791,1497,4,5,0,4030,1919,1282,2,1,137,1,4.0,95,11.89,487,2
2014,77,1750,1359,4,5,1,4284,1883,1399,0,0,284,0,3.5,75,12.83,398,0
2023,141,1526,1264,4,6,0,5065,1744,1398,0,1,125,1,3.52,75,11.48,417,2
2018,89,2615,1300,4,5,0,4745,1732,1582,0,0,193,1,5.21,130,12.23,401,0
2007,92,2333,1572,4,7,0,4563,1861,1500,0,0,205,1,5.9,119,12.83,536,0
2006,177,1752,1654,4,9,0,4788,1798,1515,0,0,322,1,6.42,143,12.06,436,1
2009,113,1102,1640,4,9,0,4054,1737,1503,0,0,220,0,5.16,124,13.04,260,0
2022,137,1405,1589,5,3,0,4284,1762,1440,0,1,145,1,5.25,137,12.59,501,1
2009,165,2090,850,4,8,0,4135,1805,1582,1,0,217,1,4.32,86,10.98,468,2
2011,173,1439,1164,4,6,0,4283,1764,1439,0,1,299,1,4.38,94,11.42,375,2
2015,127,2246,1336,5,3,0,4416,1760,1346,2,1,109,1,5.52,131,11.96,363,2
2014,142,1981,1466,4,7,0,4687,1761,1503,2,1,139,1,4.97,108,12.45,518,3
2006,107,1946,1010,5,4,1,4829,1661,1545,0,0,281,0,3.5,75,11.35,444,0
2008,210,2127,1770,4,4,0,4821,1918,1463,0,1,226,1,6.4,152,12.4,370,2
2024,166,2049,1491,3,5,1,5200,1877,1483,1,1,157,1,4.64,81,11.87,509,3
2013,96,1372,1259,2,5,0,4382,1900,1529,0,0,206,1,3.72,89,12.01,350,0
2010,140,1637,1456,4,6,1,4523,1769,1573,0,1,223,1,4.49,93,12.68,365,1
2021,169,2970,1328,2,2,0,4680,1790,1500,0,1,149,0,5.32,116,10.91,228,3
2014,159,1196,1225,4,5,1,4282,1826,1584,0,1,184,0,3.5,75,11.77,346,1
2021,213,1563,1541,4,7,1,4443,1845,1477,2,1,306,1,4.63,94,11.36,626,3
2008,195,2333,1302,2,7,0,4650,1635,1616,1,1,238,1,5.87,140,11.59,238,3
2014,118,1720,1062,5,3,0,4266,1808,1349,0,0,286,1,3.53,79,11.76,256,1
2021,136,1394,1256,5,4,1,4669,1701,1528,2,0,216,1,3.65,83,11.28,473,3
2020,89,1138,1386,4,4,1,4893,1774,1477,0,0,185,1,3.5,76,12.69,319,0
2018,150,2068,1145,5,2,0,4196,1727,1464,1,1,237,1,4.3,91,12.2,459,3
2014,146,2310,1730,4,3,1,3848,1915,1356,1,0,163,1,4.82,97,12.34,522,2
2021,248,2500,1143,3,2,0,4553,1823,1538,0,1,241,1,4.56,100,10.67,353,3
2012,144,1827,1855,5,7,1,4218,1778,1440,1,1,200,1,4.89,97,14.02,323,2
2018,60,2322,1639,5,9,0,4579,1891,1378,0,1,201,1,5.93,146,12.81,482,0
2015,113,1284,1180,2,5,0,4394,1774,1406,1,1,202,0,3.5,75,11.95,431,1
2011,144,1884,1448,4,4,0,4618,1722,1437,0,1,161,1,5.8,146,12.97,521,0
2009,90,1461,1711,4,9,0,4864,1765,1463,0,0,301,0,6.67,136,13.07,372,0
2015,105,1887,1368,5,6,0,4771,1751,1385,0,0,127,1,5.23,105,12.21,429,0
2011,125,2175,1118,2,8,1,4421,1784,1384,1,1,232,1,4.18,86,11.35,322,2
2015,154,2335,1444,5,3,0,4179,1847,1487,1,0,142,0,5.71,110,10.7,274,2
2019,133,1305,1913,4,9,0,3787,1771,1449,0,1,273,0,5.69,143,13.58,274,0
2021,104,2434,1043,4,3,0,3879,1775,1606,0,1,205,0,4.08,102,12.14,282,1
2020,172,1563,1555,4,7,0,4289,1860,1422,0,1,230,1,4.3,106,12.62,524,2
2015,118,1287,1419,5,7,0,4554,1803,1512,1,0,247,0,3.96,100,12.45,466,1
2006,120,1715,1387,2,3,0,4323,1855,1589,0,0,240,0,5.36,130,11.7,390,0
2008,85,1069,1319,4,8,0,4346,1791,1440,0,1,230,1,3.84,75,11.86,368,0
2019,109,1802,1337,3,4,0,4047,1677,1531,0,0,241,1,4.7,109,12.26,358,0
2016,166,1945,1676,3,7,0,4031,1691,1478,0,1,240,1,5.3,108,13.0,485,1
2021,75,1700,1566,3,4,0,4008,1648,1459,0,0,191,1,6.19,146,13.19,369,0
2014,137,2068,1167,3,2,0,4706,1870,1578,0,0,201,0,5.1,108,11.7,233,0
2013,169,1643,1807,5,3,1,3930,1813,1379,1,0,204,1,5.09,101,13.1,356,2
2009,125,1802,1093,4,4,0,4720,1742,1408,1,1,175,1,5.02,100,11.52,217,1
2006,150,1080,1583,4,5,0,4249,1701,1319,2,0,186,1,5.17,119,12.08,329,2
2007,95,1821,1463,4,4,0,4676,1809,1446,0,1,298,1,5.82,140,13.22,309,0
2018,192,1374,1717,2,8,0,4587,1769,1531,0,1,132,1,5.17,102,11.99,220,2
2016,184,1575,1506,4,5,0,4739,1805,1435,2,0,320,1,4.65,105,11.29,227,3
2009,149,1753,1681,4,6,0,4868,1713,1518,1,1,187,0,6.51,148,12.44,385,1
2012,70,1895,1411,4,8,0,4279,1692,1397,1,0,256,1,5.41,117,13.04,419,0
2017,98,977,1661,4,3,0,4222,1905,1543,0,0,219,1,5.14,110,12.62,418,0
2012,179,1018,1504,5,7,0,4380,1704,1446,2,1,208,1,4.95,120,11.75,295,3
2012,209,1649,1955,5,7,1,4280,1778,1418,0,1,252,1,5.69,132,12.56,289,2
2010,152,2037,1244,5,7,0,4706,1886,1581,0,1,321,1,4.51,105,11.34,398,1
2017,190,1980,1716,4,9,1,4474,1635,1454,0,1,212,1,5.28,117,11.96,464,3
2022,116,2246,1534,5,3,0,4509,1836,1499,0,0,217,1,4.58,107,12.54,468,1
2010,132,2451,1462,4,5,1,4630,1785,1464,1,1,186,1,5.05,99,12.48,388,2
2010,140,2048,1276,5,8,0,4365,1769,1509,0,1,341,1,5.42,118,11.59,289,1
2014,157,1790,1530,4,3,1,4833,1801,1464,0,1,289,1,4.32,90,11.98,446,1
2008,79,1284,1050,5,8,1,3957,1686,1362,0,0,286,0,3.61,75,12.31,395,0
2015,178,1327,1076,2,7,0,4574,1604,1477,0,0,221,1,3.5,82,10.61,329,2
2022,193,1566,1596,5,2,0,4653,1930,1492,1,1,105,1,4.45,114,11.9,287,3
2017,94,1934,1030,4,6,0,4275,1757,1485,0,0,248,1,4.08,106,11.66,326,0
2008,86,1910,1778,5,7,0,4297,1851,1437,0,0,111,0,6.19,132,13.04,480,0
2009,154,1802,1350,4,8,0,4772,1868,1594,2,1,181,0,5.17,108,12.18,505,3
2006,114,1724,1481,5,3,0,4407,1803,1399,2,0,277,1,4.94,100,12.26,347,2
2024,60,2115,1437,5,6,1,3929,1816,1464,0,0,184,1,4.46,98,12.22,386,0
2011,172,1904,1524,4,7,0,4100,1836,1471,1,0,178,1,5.48,119,12.44,516,2
2010,146,1949,1349,5,8,0,4802,1905,1372,0,1,100,1,5.1,123,11.88,260,0
2022,121,1954,1327,3,6,0,4239,1819,1363,0,1,262,0,5.03,99,12.29,328,2
2011,225,1527,1387,5,2,0,4892,1880,1506,0,0,244,0,4.25,94,10.98,368,2
2009,146,1285,1681,4,3,0,4910,1757,1507,0,0,189,0,5.25,108,12.21,419,0
2010,110,2046,1702,5,7,1,4441,1747,1466,2,1,241,1,5.88,125,12.67,226,2
2012,144,2008,1737,4,7,0,4663,1787,1332,0,0,122,0,6.75,144,12.14,420,1
2006,98,1690,1510,4,6,0,4254,1812,1432,0,1,163,0,5.67,103,12.63,239,0
2017,110,1592,1369,4,9,1,4380,1823,1473,0,0,230,1,3.5,78,12.48,458,1
2013,155,2939,999,5,8,0,4292,1934,1502,0,1,272,0,4.92,108,11.03,368,2
2024,118,1420,1580,4,2,1,4676,1847,1546,2,0,217,1,3.71,78,12.72,338,3
2020,122,1691,1629,5,3,0,4117,1785,1490,0,0,145,1,5.09,110,11.61,449,0
2012,207,1933,1318,2,3,0,4461,1938,1529,0,1,189,1,4.03,80,10.77,383,3
2019,174,1223,1621,4,6,0,4515,1806,1582,1,0,286,1,3.74,82,11.97,294,3
2021,172,1859,1741,4,2,0,4654,1808,1275,0,0,183,1,6.22,145,11.73,462,2
2008,161,2699,1443,4,4,0,3866,1819,1531,0,0,234,1,6.46,162,12.03,341,1
2008,159,2267,1683,2,2,0,3965,1754,1421,0,0,245,0,5.62,125,12.15,393,0
2007,198,2116,1496,5,8,1,4236,1694,1492,0,0,186,1,4.69,93,11.27,491,2
2005,139,2096,985,5,8,0,4432,1791,1471,0,1,220,1,4.2,102,10.91,247,0
2011,214,1856,1301,4,2,0,4540,1756,1376,0,0,111,1,4.41,95,10.73,442,2
2020,102,2279,1317,2,7,0,4556,1712,1385,0,1,184,1,5.15,110,11.82,458,1
2020,130,1722,1551,5,3,0,5100,1790,1488,0,1,221,0,4.85,106,12.94,591,1
2012,85,1589,1203,5,9,1,4693,1764,1441,0,1,257,0,3.5,77,12.54,213,0
2014,126,1851,1309,5,9,0,4673,1733,1511,2,1,297,1,4.42,86,12.0,455,3
2020,161,2253,1179,5,6,0,4352,1640,1425,0,0,190,1,4.68,103,10.75,574,2
2023,198,1965,1410,4,7,0,4731,1767,1619,0,0,247,1,4.31,94,11.39,419,3
2010,113,2137,1437,4,7,0,4703,1919,1435,0,0,211,1,5.79,122,11.94,388,0
2018,140,800,1663,4,4,0,4697,1850,1614,0,1,171,0,5.04,127,13.09,353,1
2016,126,2397,1618,4,5,1,4463,1866,1396,2,0,172,1,5.54,99,12.78,223,3
2017,110,2970,1460,4,4,1,4683,1778,1497,1,0,215,0,5.59,116,12.08,503,2
2021,92,2467,1480,4,9,1,4952,1864,1541,1,0,219,0,4.7,99,12.54,274,2
2020,142,1641,1446,5,5,0,4259,1727,1354,0,0,173,1,4.92,110,12.69,204,2
2012,71,1376,1447,4,4,0,3853,1744,1380,0,0,383,1,4.26,106,13.07,435,0
2020,144,1939,1806,4,3,1,4741,1821,1486,1,1,217,1,4.05,75,13.31,477,3
2006,141,1307,850,4,2,1,4715,1667,1542,0,0,258,1,3.5,75,10.57,460,0
2011,114,2163,1375,4,3,0,4427,1785,1559,0,0,202,1,5.95,120,12.47,454,0
2009,100,1537,1497,4,5,0,4364,1804,1497,2,0,386,1,5.54,106,12.04,289,2
2010,85,2280,1702,4,9,0,5200,1914,1535,2,1,100,1,5.81,120,13.67,387,1
2023,215,2481,1146,4,6,0,4358,1725,1365,1,0,197,0,4.38,99,10.88,341,3
2013,86,800,1506,5,3,0,4133,1814,1422,0,0,229,1,3.83,82,12.66,291,0
2006,202,1946,1635,3,2,0,4354,1729,1565,0,0,290,1,5.34,137,11.8,408,2
2014,164,1451,1308,4,7,0,4645,1737,1412,0,1,215,1,4.05,76,11.52,283,1
2006,125,1095,942,4,7,1,4314,1600,1436,0,1,159,0,3.5,75,11.29,356,0
2007,94,1491,1329,5,7,1,4380,1706,1321,0,0,312,1,3.75,80,12.4,504,0
2012,182,1691,1119,4,2,0,4587,1871,1440,0,0,258,1,3.82,84,11.01,370,1
2013,209,2317,1582,5,7,0,4368,1821,1332,0,0,203,1,4.85,112,11.49,359,2
2009,103,1039,1207,5,4,0,4533,1793,1482,0,0,203,1,4.74,101,12.14,450,0
2017,128,2325,1864,4,4,1,4483,1975,1567,1,1,203,0,5.28,115,12.8,267,2
2014,182,2809,1455,2,9,0,4179,1823,1478,0,0,228,1,6.02,129,10.9,401,2
2007,153,2099,1218,5,3,0,4517,1682,1467,0,1,115,1,5.21,109,11.81,483,0
2021,220,2073,1293,2,7,1,4149,1764,1423,0,0,226,0,3.87,75,9.74,424,3
2007,117,1793,1146,5,6,0,4773,1776,1496,0,0,182,1,4.69,99,10.99,314,0
2012,162,1212,1517,4,2,0,4217,1907,1369,2,1,247,1,3.5,82,11.56,449,3
2008,90,2067,1792,4,9,0,4424,1709,1419,0,0,238,0,6.02,126,13.58,336,0
2023,224,1992,1365,4,5,0,3953,1814,1620,1,0,155,0,4.31,101,11.08,440,3
2010,111,2166,1650,3,5,1,4362,1858,1354,1,1,299,0,4.59,94,14.24,283,1
2022,60,3084,1184,4,3,0,4123,1716,1411,0,0,263,1,4.44,97,12.3,267,0
2024,135,2164,1496,5,3,0,4939,1787,1347,2,1,164,1,5.62,138,12.26,525,3
2009,134,2013,1995,2,6,0,4459,1621,1548,0,0,155,1,6.34,124,13.1,357,0
2005,217,2581,1068,5,6,0,4650,1788,1436,2,0,177,1,5.43,118,9.74,362,3
2005,126,1127,1727,4,4,0,3974,1606,1356,1,0,238,0,5.86,139,13.12,246,0
2008,139,1229,1713,4,3,0,4125,1750,1358,0,1,293,1,5.2,120,12.41,321,0
2013,164,1612,949,5,9,0,4444,1916,1539,1,0,164,0,3.5,79,10.38,510,3
2008,203,1473,1061,5,4,0,4090,1813,1505,0,0,171,1,3.5,86,10.53,415,1
2024,137,2147,1175,4,5,0,4834,1784,1515,0,0,249,0,3.84,81,11.27,381,2
2014,182,1641,1661,5,7,0,4374,1792,1449,0,0,215,1,5.12,114,12.11,203,1
2021,161,2670,1312,2,9,0,4538,1951,1522,0,1,215,0,4.84,123,12.01,453,2
2005,128,2560,1377,4,3,0,4584,1824,1554,0,0,210,0,5.81,115,12.31,418,0
2007,143,2185,1596,4,4,0,4449,1863,1504,1,0,198,0,5.87,135,12.24,482,1
2014,141,1607,1449,5,5,0,4724,1746,1331,1,1,322,1,4.75,110,11.88,339,2
2008,103,2108,1476,2,2,0,4293,1746,1302,0,0,276,1,5.53,125,12.48,419,0
2008,189,2206,1339,4,7,0,4602,1698,1341,1,0,198,1,5.84,133,10.73,322,3
2005,85,1267,1700,4,9,1,4849,1767,1474,2,1,293,1,5.67,110,12.78,250,1
2010,187,1974,1225,2,3,1,4556,1725,1338,1,1,330,1,3.81,81,10.58,200,3
2020,178,2153,1838,4,5,0,4530,1858,1370,0,0,246,1,6.27,137,12.72,441,3
2020,136,1908,1335,5,3,0,4394,1831,1455,0,0,236,1,4.48,102,11.24,341,1
2015,109,2586,1220,5,3,1,4510,1771,1385,0,1,188,1,4.72,100,12.62,365,1
2008,131,2407,1581,3,9,0,4693,1737,1354,2,1,225,1,6.5,167,12.58,229,2
2013,159,1387,1532,4,6,0,4420,1600,1526,2,1,231,1,4.9,118,12.03,524,3
2017,170,1862,924,5,8,1,3994,1734,1490,0,1,296,1,3.5,87,10.85,311,3
2007,151,1382,1474,2,4,1,4541,1805,1513,2,1,161,1,4.33,99,12.81,212,3
2013,180,2090,1081,5,9,0,4448,1833,1523,1,1,120,0,4.71,108,10.44,251,3
2021,118,1366,1211,4,5,0,4632,1600,1563,1,0,188,0,3.5,82,11.96,320,2
2013,149,2262,1615,5,6,1,4504,1600,1449,0,0,240,1,5.38,126,12.02,459,1
2014,77,1994,1203,4,2,0,4959,1793,1438,1,1,100,1,3.53,75,12.07,423,1
2021,171,2285,1507,5,6,0,4136,1699,1317,2,1,205,1,5.09,98,11.13,409,3
2018,146,1727,1324,2,2,0,4205,1763,1433,0,1,169,1,4.65,90,11.52,304,2
2008,123,1072,1902,4,2,1,4686,1743,1406,2,0,150,1,4.2,94,12.7,452,1
2017,186,2683,1394,4,5,0,4188,1827,1532,1,0,226,1,4.85,104,11.33,365,3
2023,168,1714,1124,3,3,0,4589,1633,1503,0,0,287,1,3.77,81,11.35,469,2
2009,60,2488,1142,4,2,0,4487,1735,1564,0,1,136,0,3.91,87,12.75,301,0
2022,142,2015,1192,5,2,1,3911,1855,1535,0,1,231,1,3.5,79,11.59,305,2
2016,82,2137,1450,4,2,0,4689,1797,1542,0,0,207,1,6.29,134,13.38,298,0
2018,183,2715,1417,4,6,0,4897,1715,1492,1,1,256,1,5.85,120,11.41,322,3
2011,240,1970,1660,4,7,0,4553,1816,1462,0,0,218,1,6.74,142,11.23,297,2
2005,119,2500,1459,4,5,0,4078,1803,1422,2,1,180,1,6.75,159,12.38,411,2
2005,143,1058,1449,4,3,0,4725,1710,1449,0,1,270,1,4.13,90,12.48,336,0
